Year;Airline;Code;Al Code ICAO;Country;Country Code OAG;Country Code IATA;IATA Regions;Passengers Carried;Kilometres Flown;Aircraft Departures;Hours Flown;Passenger-Kilometres Flown;Available Seat-Kilometres;Tonne-Kilometres Performed;Passenger Load Factor;Period Fin;Currency;Operating Revenue;Operating Revenue Pax;Operating Expenses;Operating Profit;Net Result;Employees;Traf. Source;Fin Source;Pers. Source;Year End;Remarques
2010;TRANSAERO;UN;TSO;RUSSIAN FEDERATION;475;RUSF;Europe;6647000;127000;38100;160100;26288000;31420000;2601000;83.7;12;USD;1999000;1589000;1912000;87000;19000;7050;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;31.12;NA
2011;TRANSAERO;UN;TSO;RUSSIAN FEDERATION;475;RUSF;Europe;8453000;155000;47800;194000;33173000;40015000;3281000;82.9;12;USD;2948000;2206000;2866000;82000;62000;8980;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;31.12;NA
2012;TRANSAERO;UN;TSO;RUSSIAN FEDERATION;475;RUSF;Europe;10328000;191000;60200;238400;40995000;49707000;4075000;82.5;12;USD;3144000;2774000;2919000;225000;29000;9378;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;31.12;NA
2013;TRANSAERO;UN;TSO;RUSSIAN FEDERATION;475;RUSF;Europe;12170000;214000;72300;268200;47008000;56225000;4523000;83.6;12;USD;3425000;3127000;3812000;-387000;-514000;10296;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2014;TRANSAERO;UN;TSO;RUSSIAN FEDERATION;475;RUSF;Europe;13201000;227000;77700;290400;47070000;56647000;4622000;83.1;12;USD;2969000;2700000;2976000;-7000;-495000;11507;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2006;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;16437000;196000;147300;344700;24330000;35203000;2836000;69.1;12;USD;2823000;2437000;2771000;52000;125000;10324;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;AIRLINE OPERATIONS
2007;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;18937000;220000;163200;379300;28822000;39372000;3374000;73.2;12;USD;3748000;3307000;3190000;558000;204000;10453;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2008;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;21773000;250000;183300;433400;32589000;44003000;3804000;74.1;12;USD;4684000;4109000;4235000;449000;860000;11520;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2009;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;24495000;303000;209300;525500;38969000;54731000;4653000;71.2;12;USD;4526000;4016000;4055000;471000;360000;12750;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2010;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;28401000;348000;240000;605400;46548000;62999000;5724000;73.9;12;USD;5660000;4883000;5341000;319000;189000;14206;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2011;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;31589000;405000;263600;688200;56813000;78145000;7203000;72.7;12;USD;7006000;6136000;6933000;73000;11000;15737;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;38154000;487000;309200;818000;72837000;93526000;9207000;77.9;12;USD;8318000;7335000;7423000;895000;645000;15857;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2013;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;48268000;614000;391200;1016200;91978000;116408000;115417000;79;12;USD;9826000;8753000;9249000;577000;357000;18882;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2014;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;54323000;792000;421800;1155600;106362000;135001000;13488000;78.8;12;USD;11070000;9858000;10467000;603000;845000;19902;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;TURKISH AL/THY;TK;THY;TURKEY;679;TURK;Europe;61014000;865000;462700;1298400;119002000;153123000;16992000;77.7;12;USD;10766000;9368000;9871000;895000;1069000;22030;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;UNITED AL;UA;UAL;USA;NA;UNST;North America;69265000;1237000;564000;1643100;188651000;229733000;20141000;82.1;12;USD;15842500;13889800;15392000;450500;-58000;51886;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2007;UNITED AL;UA;UAL;USA;NA;UNST;North America;68363000;1215000;550800;1613100;188858000;228217000;20078000;82.8;12;USD;16795600;14845700;15843200;952400;403000;55194;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2008;UNITED AL;UA;UAL;USA;NA;UNST;North America;63071000;1151000;510300;1528200;176675000;217988000;18874000;81;12;USD;16725800;14727700;18472400;-1746500;-5360000;49610;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2009;UNITED AL;UA;UAL;USA;NA;UNST;North America;56025000;1013000;435100;1329800;161407000;197091000;17010000;81.9;12;USD;13200500;11262100;12952400;248100;-651000;46589;Al Monitor 10/10;Al Monitor 10/10;IATA;31.12;NA
2009;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;100390000;1874000;789100;2479200;286432000;348747000;29682000;82.1;12;USD;23134100;20131100;23096200;37900;-719000;83600;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;Includes Continental from 2009
2010;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;97995000;1850000;739300;2422100;293031000;348661000;30933000;84;12;USD;27468300;23539300;25577500;1890700;955000;86000;Al Monitor 10/15;Al Monitor 10/15;Internet 11/11;31.12; Includes Contnental from 2009
2011;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;93535000;1872000;705900;2450400;292109000;352505000;30401000;82.9;12;USD;30284700;25962500;28440800;1843900;840000;81600;Al Monitor 10/13;Al Monitor 10/13;Av. Strategy 02/12;31.12;Including Continental
2012;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;92367000;1860000;696300;2425400;288118000;347230000;29782000;83;12;USD;30747200;25841100;30688200;59000;-723000;88185;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2013;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;90113000;1834000;669000;2384000;286753000;341856000;29292000;83.9;12;USD;30798900;25853000;29539800;1259000;571000;87254;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2014;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;90373000;1822000;658300;2365500;287494000;343664000;29764000;83.7;12;USD;31589600;26615300;29213700;2375900;1132000;84472;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;UNITED CONTINENTAL HOLDING;UACO;NA;USA;NA;UNST;North America;95327000;1845000;681000;2386500;294917000;353122000;30626000;83.5;12;USD;31895500;26260400;26728000;5167300;7340000;84228;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2006;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;273000;153200;359600;NA;NA;9154000;NA;12;USD;4570600;NA;4197200;373400;133100;5952;Al Monitor 10/13;Al Monitor 10/13;ICAO;31.12;AIRLINE OPERATIONS
2007;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;283000;156200;371000;NA;NA;9930000;NA;12;USD;4910100;NA;4610400;299700;-83600;6212;Al Monitor 10/13;Al Monitor 10/13;Internet 10/08;31.12;NA
2008;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;278000;152000;3661000;NA;NA;10024000;NA;12;USD;5812600;NA;5437400;375200;-48200;6080;Al Monitor 10/13;Al Monitor 10/13;Internet 10/09;31.12;NA
2009;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;252000;137100;331300;NA;NA;9428000;NA;12;USD;4421400;NA;4162500;258900;-148300;5895;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2010;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;260000;133900;340900;NA;NA;10523000;NA;12;USD;4909600;NA;4680000;229600;194800;5663;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2011;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;270000;136500;351900;NA;NA;10911000;NA;12;USD;5940700;NA;5598200;342400;130200;5585;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2012;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;266000;135900;346300;NA;NA;10761000;NA;12;USD;5886600;NA;5540000;346600;70000;2987;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2013;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;263000;135600;344500;NA;NA;10889000;NA;12;USD;5797600;NA;5460800;336800;83300;5429;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2014;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;265000;136400;347300;NA;NA;NA;NA;12;USD;5814200;NA;5485900;328300;-2200;2881;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2015;UNITED PARCEL;5X;UPS;USA;NA;UNST;North America;NA;273000;140600;357000;NA;NA;NA;NA;12;USD;4938500;NA;4673900;264600;182300;NA;Al Monitor 10/16;Al Monitor 10/16;NA;31.12;NA
2006;US AIRWAYS;US;AWE;USA;NA;UNST;North America;57660000;814000;550000;1159200;97980000;124361000;9413000;78.8;12;USD;9021100;7909500;8464200;556900;304000;35995;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;Includes America West from 2006,
2007;US AIRWAYS;US;AWE;USA;NA;UNST;North America;57829000;781000;524800;1112600;98506000;121946000;9410000;80.8;12;USD;9027400;7935400;8503400;524000;427000;39600;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2008;US AIRWAYS;US;AWE;USA;NA;UNST;North America;54776000;762000;496100;1083600;97396000;119236000;9281000;81.7;12;USD;9071300;7973200;10844700;-1773400;-2210000;32700;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2009;US AIRWAYS;US;AWE;USA;NA;UNST;North America;50975000;721000;460800;1022200;93086000;113729000;8844000;81.8;12;USD;7940300;6555600;7819400;120900;-204000;31333;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2010;US AIRWAYS;US;AWE;USA;NA;UNST;North America;51814000;712000;450900;1001600;94842000;115126000;9178000;82.4;12;USD;9178500;7476000;8397800;780700;502000;30876;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2011;US AIRWAYS;US;AWE;USA;NA;UNST;North America;52921000;720000;451800;1014000;97740000;116757000;9428000;83.7;12;USD;9950000;8362200;9516300;433700;72000;31548;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2012;US AIRWAYS;US;AWE;USA;NA;UNST;North America;54238000;726000;449300;1014500;100404000;119336000;9616000;84.1;12;USD;10651900;8840800;9829900;822000;636000;31236;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2006;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;6770000;NA;NA;NA;12043000;16801000;NA;71.7;12;USD;1049000;850000;NA;NA;18000;9304;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2007;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;7484000;NA;NA;NA;12468000;16364000;NA;76.2;12;USD;1224000;990000;1209000;15000;21000;10252;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2008;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;8764000;80000;66400;138000;14800000;19379000;1588000;76.4;12;USD;1624000;1313000;1612000;12000;9000;10285;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2009;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;9387000;87000;72200;148200;14652000;20042000;1640000;73.1;12;USD;1371000;1113000;1364000;7000;7000;8642;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2010;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;12300000;117000;88000;195000;19165000;25020000;1986000;76.6;12;USD;1940000;1578000;1923000;17000;16000;9517;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2011;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;13484000;146000;104400;237600;21086000;28550000;2354000;73.9;12;USD;2280000;1844000;2278000;2000;2000;10062;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2012;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;13571000;134000;100100;211400;22687000;29734000;2516000;76.3;12;USD;2452000;2066000;2445000;7000;7000;10222;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2013;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;15000000;165000;105000;235000;25092000;31641000;2665000;79.3;12;USD;2569000;2160000;2562000;7000;7000;10109;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2014;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;15734000;175000;111800;263200;26478000;33493000;2778000;79.1;12;USD;2650000;2200000;2642000;8000;8000;NA;Al Monitor 10/16;Al Monitor 10/16;NA;31.12;NA
2015;VIETNAM AL;VN;HVN;VIET NAM;791;VNTD;Asia;17057000;306000;112000;264000;28318000;33784000;2774000;83.8;12;USD;2602000;2200000;2590000;12000;NA;6900;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2007;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;383000;10000;4400;13800;934000;1513000;85000;61.7;12;USD;NA;NA;NA;NA;NA;NA;Al Monitor 10/12;Al Monitor 10/12;NA;30.09;NA
2008;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;2537000;50000;24300;70800;5490000;7172000;502000;76.5;12;USD;378300;349000;566400;-188100;-209600;980;Al Monitor 10/13;Al Monitor 10/13;Internet 08/09;30.09;NA
2009;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;3643000;75000;33000;102000;8723000;10530000;805000;82.8;12;USD;547600;491800;595700;-48100;-80800;1341;Al Monitor 10/13;Al Monitor 10/13;Internet;30.09;NA
2010;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;3891000;89000;35700;119600;10034000;12312000;910000;81.5;12;USD;724900;658000;725700;-800;-67400;1770;Al Monitor 10/13;Al Monitor 10/13;Internet 11/11;30.09;NA
2011;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;5006000;113000;44700;152800;12911000;15854000;1172000;81.4;12;USD;1037100;953200;1064100;-27000;-100400;2058;Al Monitor 10/13;Al Monitor 10/13;Internet;30.09;NA
2012;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;6212000;142000;56400;191600;15962000;20136000;1450000;79.3;12;USD;1332800;1223200;1360800;-28000;-145400;2527;Al Monitor 10/13;Al Monitor 10/13;Internet;31.12;NA
2013;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;6317000;138000;58200;186600;15805000;19701000;1437000;80.2;12;USD;1424700;1286900;1337700;87000;11800;2408;Al Monitor 10/14;Al Monitor 10/14;Internet 02/15;31.12;NA
2014;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;6493000;138000;58400;186400;16219000;19690000;1473000;82.4;12;USD;1490000;1311600;1393600;96400;60100;2481;Al Monitor 10/16;Al Monitor 10/16;Internet 10/15;30.09;NA
2015;VIRGIN AMERICA;VX;VRD;USA;NA;UNST;North America;6993000;143000;62700;192200;16793000;20420000;1524000;82.2;12;USD;1529600;1340800;1352300;177300;340500;2658;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;30.09;NA
2006;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;4907000;140000;19700;177500;35272000;48258000;4648000;73.1;12;USD;3372000;2854000;3344000;28000;38000;8858;Al Monitor 10/13;Al Monitor 10/13;IATA;28.02;AIRLINE OPERATIONS
2007;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5626000;155000;221000;197700;40538000;53036000;5301000;76.4;12;USD;3995000;3433000;3961000;34000;33000;9627;Al Monitor 10/13;Al Monitor 10/13;IATA;28.02;NA
2008;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5685000;160000;22600;191800;41166000;53684000;5388000;76.7;12;USD;3896000;3271000;3878000;18000;63000;8874;Al Monitor 10/13;Al Monitor 10/13;IATA;28.02;NA
2009;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5412000;148000;20700;178500;39265000;49505000;5022000;79.3;12;USD;3144000;2641000;3413000;-269000;-198000;7378;Al Monitor 10/13;Al Monitor 10/13;IATA;28.02;NA
2010;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5290000;138000;19500;176300;38151000;46225000;4970000;82.5;12;USD;3497000;2901000;3456000;41000;17000;7684;Al Monitor 10/14;Al Monitor 10/14;IATA;28.02;NA
2011;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5535000;145000;20500;185400;39419000;49007000;5077000;80.4;12;USD;3855000;3163000;4003000;-148000;-82000;8179;Al Monitor 10/14;Al Monitor 10/14;IATA;28.02;NA
2012;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5443000;149000;21400;185700;39390000;50467000;5402000;78.1;12;USD;3975000;3291000;4166000;-191000;-200000;8533;Al Monitor 10/15;Al Monitor 10/15;IATA;28.02;NA
2013;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5954000;138000;28700;201600;39518000;50157000;5473000;78.8;12;USD;4711000;3900000;4791000;-80000;NA;8533;Al Monitor 10/15;Al Monitor 10/15;IATA;28.02;NA
2014;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;6156000;150000;29900;198400;38635000;48649000;5367000;79.4;12;USD;4671000;3380000;4621000;50000;-228000;7889;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2015;VIRGIN ATLANTIC AW;VS;VIR;UNITED KINGDOM;493;UNKG;Europe;5871000;151000;27500;203400;36930000;48077000;5061000;76.8;12;USD;4300000;3056000;3991000;309000;123000;7404;Al Monitor 10/16;Al Monitor 10/16;IATA;28.02;NA
2006;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;14168000;NA;NA;NA;16385000;21027000;NA;77.9;12;USD;1039000;950000;940000;99000;63000;4136;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2007;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;15262000;NA;NA;NA;17559000;21637000;NA;81.2;12;USD;1713000;1610000;1457000;256000;171000;4693;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2008;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;16667000;NA;NA;NA;18760000;23303000;NA;80.5;12;USD;2123000;1941000;1972000;151000;88000;NA;Al Monitor 10/14;Al Monitor 10/14;NA;30.06;With Virgin Australia Int-l
2009;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;18210000;NA;NA;NA;21795000;27810000;NA;78.4;12;USD;1906000;1732000;2025000;-119000;-117000;6476;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2010;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;18571000;204000;157400;335400;26888000;34005000;2683000;79.1;12;USD;2630000;2387000;2561000;69000;19000;7263;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2011;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;18550000;214000;155000;342500;25563000;37084000;2902000;68.9;12;USD;3260000;2945000;3278000;-18000;-68000;8367;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2012;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;19383000;230000;168600;374800;31093000;39751000;3080000;78.2;12;USD;4067000;3627000;3998000;69000;24000;8423;Al Monitor 10/14;Al Monitor 10/14;Internet 10/15;30.06;With Virgin Australia Int-l
2013;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;19252000;236000;177800;387100;31293000;41757000;3106000;74.9;12;USD;4100000;3530000;4206000;-106000;-100000;9500;Al Monitor 10/14;Al Monitor 10/14;IATA;30.06;With Virgin Australia Int-l
2014;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;20152000;238000;178100;392400;33192000;43453000;3258000;76.4;12;USD;3932000;3530000;4277000;-345000;-325000;9433;Al Monitor 10/15;Al Monitor 10/15;IATA;30.06;NA
2015;VIRGIN AUSTRALIA;VA;VOZ;AUSTRALIA;802;ASTL;Southwest Pacific;19299000;238000;117900;391900;32200000;42413000;3153000;75.9;12;USD;3909000;3291000;3967000;-58000;-77000;9518;Al Monitor 10/16;Al Monitor 10/16;IATA;30.06;NA
2006;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;11168000;NA;NA;NA;15755000;20152000;NA;78.2;12;USD;1564000;1381000;1387000;177000;102000;4285;Al Monitor 10/14;Al Monitor 10/14;Internat 10/07;31.12;Employees:2005
2007;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;13005000;NA;NA;NA;18885000;23399000;NA;80.7;12;USD;2019000;1782000;1737000;282000;181000;5682;Al Monitor 10/14;Al Monitor 10/14;Internet 10/08;31.12;NA
2008;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;14300000;NA;NA;NA;22089000;27572000;NA;80.1;12;USD;2389000;2156000;2115000;274000;167000;6187;Al Monitor 10/14;Al Monitor 10/14;Internet 10/09;31.12;NA
2009;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;14000000;NA;NA;NA;22257000;28294000;NA;78.7;12;USD;2010000;1822000;1824000;186000;87000;6291;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2010;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;15200000;NA;NA;NA;25122000;31433000;NA;79.9;12;USD;2577000;2375000;2388000;189000;89000;6877;Al Monitor 10/14;Al Monitor 10/14;Internet 11/11;31.12;NA
2011;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;16000000;NA;NA;NA;27178000;34090000;NA;79.7;12;USD;3116000;2830000;2856000;260000;151000;7141;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2012;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;17423000;NA;NA;NA;29385000;35500000;NA;82.8;12;USD;3431000;3136000;3055000;376000;243000;7742;Al Monitor 10/14;Al Monitor 10/14;Internet;31.12;NA
2013;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;18485000;NA;NA;NA;31515000;38561000;NA;81.7;12;USD;3539000;3225000;3153000;386000;260000;8000;Al Monitor 10/14;Al Monitor 10/14;Internet 10/14;31.12;NA
2014;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;19652000;NA;NA;NA;33507000;41156000;NA;81.4;12;USD;3589000;3248000;3160000;429000;256000;8698;Al Monitor 10/15;Al Monitor 10/15;Internet 10/15;31.12;NA
2015;WESTJET AL;WS;WJA;CANADA;900;CAND;North America;20281000;NA;NA;NA;34627000;43276000;NA;80;12;USD;3122000;2757000;2680000;442000;285000;9211;Al Monitor 10/16;Al Monitor 10/16;Internet 09/16;31.12;NA
2006;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;7770000;82000;80700;137400;8931000;12437000;935000;71.8;12;USD;719000;683000;696000;23000;15300;5496;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2007;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;9229000;96000;92100;127800;10947000;14871000;1132000;73.6;12;USD;927000;885000;847000;80000;63700;5957;Al Monitor 10/13;Al Monitor 10/13;IATA;31.12;NA
2008;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;9587000;98000;95400;164000;11331000;15578000;1174000;72.7;12;USD;987000;935000;957000;30000;24700;6320;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2009;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;11123000;108000;107400;180200;13199000;17607000;1343000;75;12;USD;1138000;1075000;1100000;38000;31500;6820;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2010;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;13475000;127000;122300;209600;16130000;20931000;1646000;77.1;12;USD;1580000;15000;1351000;229000;180600;7590;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2011;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;15294000;146000;134700;240600;18877000;24020000;1932000;78.6;12;USD;2267000;2160000;1901000;366000;279700;8993;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2012;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;16742000;173000;150700;286800;21579000;28018000;2171000;77;12;USD;2611000;2500000;2262000;349000;300000;10530;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
2013;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;18449000;199000;169000;329300;24202000;32299000;2423000;74.9;12;USD;2877000;2750000;2630000;247000;209000;11935;Al Monitor 10/14;Al Monitor 10/14;IATA;31.12;NA
2014;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;20130000;228000;187100;374500;27741000;37256000;2767000;74.5;12;USD;3058000;2940000;2857000;201000;121000;13125;Al Monitor 10/15;Al Monitor 10/15;IATA;31.12;NA
2015;XIAMEN AL;MF;CXA;CHINA;713;CHIN;Asia;24870000;285000;224800;468800;35209000;46402000;3467000;75.9;12;USD;2842000;2735000;2556000;286000;200000;15275;Al Monitor 10/16;Al Monitor 10/16;IATA;31.12;NA
